id_mutation,date_mutation,longitude,latitude,num_ordre,C_QUINSEE,C_QU,C_AR,L_QU
2018-1389149,2018-01-04,2.315005,48.874705,1,7510804,32,8,Europe
2018-1389150,2018-01-09,2.365335,48.860248,1,7510303,11,3,Archives
2018-1389152,2018-01-03,2.35714,48.864804,1,7510301,9,3,Arts-et-Métiers
2018-1389153,2018-01-03,2.307897,48.875379,1,7510802,30,8,Faubourg-du-Roule
2018-1389155,2018-01-09,2.353682,48.866408,1,7510301,9,3,Arts-et-Métiers
2018-1389156,2018-01-10,2.325371,48.882013,1,7510804,32,8,Europe
2018-1389157,2018-01-03,2.348449,48.859804,1,7510102,2,1,Halles
2018-1389158,2018-01-05,2.331097,48.866507,1,7510104,4,1,Place-Vendôme
2018-1389159,2018-01-05,2.331097,48.866507,1,7510104,4,1,Place-Vendôme
2018-1389161,2018-01-11,2.326677,48.880081,1,7510804,32,8,Europe
2018-1389164,2018-01-11,2.362722,48.861726,1,7510302,10,3,Enfants-Rouges
2018-1389166,2018-01-15,2.298865,48.869982,1,7510801,29,8,Champs-Elysées
2018-1389169,2018-01-08,2.35815,48.863513,1,7510301,9,3,Arts-et-Métiers
2018-1389172,2018-01-12,2.315013,48.880843,1,7510804,32,8,Europe
2018-1389174,2018-01-09,2.321493,48.876046,1,7510804,32,8,Europe
2018-1389175,2018-01-12,2.356991,48.862998,1,7510304,12,3,Sainte-Avoie
2018-1389177,2018-01-15,2.3157,48.880864,1,7510804,32,8,Europe
2018-1389178,2018-01-08,2.354479,48.861846,1,7510304,12,3,Sainte-Avoie
2018-1389178,2018-01-08,2.354479,48.861846,2,7510304,12,3,Sainte-Avoie
2018-1389181,2018-01-12,2.35474,48.861073,1,7510304,12,3,Sainte-Avoie
2018-1389184,2018-01-12,2.354382,48.868728,1,7510301,9,3,Arts-et-Métiers
2018-1389186,2018-01-23,2.358344,48.86529,1,7510301,9,3,Arts-et-Métiers
2018-1389188,2018-01-04,2.354479,48.861846,1,7510304,12,3,Sainte-Avoie
2018-1389189,2018-01-12,2.304931,48.869093,1,7510801,29,8,Champs-Elysées
2018-1389190,2018-01-16,2.332345,48.864465,1,7510103,3,1,Palais-Royal
2018-1389191,2018-01-18,2.324251,48.87945,1,7510804,32,8,Europe
2018-1389192,2018-01-12,2.298073,48.87711,1,7510802,30,8,Faubourg-du-Roule
2018-1389193,2018-01-03,2.3413,48.862688,1,7510102,2,1,Halles
2018-1389194,2018-01-10,2.333161,48.864135,1,7510103,3,1,Palais-Royal
2018-1389196,2018-01-11,2.357892,48.867749,1,7510301,9,3,Arts-et-Métiers
2018-1389197,2018-01-23,2.316546,48.876786,1,7510804,32,8,Europe
2018-1389197,2018-01-23,2.316546,48.876786,2,7510804,32,8,Europe
2018-1389199,2018-01-15,2.356268,48.862925,1,7510304,12,3,Sainte-Avoie
2018-1389200,2018-01-08,2.312438,48.873682,1,7510804,32,8,Europe
2018-1389201,2018-01-09,2.311579,48.87344,1,7510804,32,8,Europe
2018-1389202,2018-01-08,2.307638,48.877992,1,7510804,32,8,Europe
2018-1389202,2018-01-08,2.307638,48.877992,2,7510804,32,8,Europe
2018-1389202,2018-01-08,2.307638,48.877992,3,7510804,32,8,Europe
2018-1389202,2018-01-08,2.307638,48.877992,4,7510804,32,8,Europe
2018-1389202,2018-01-08,2.307638,48.877992,5,7510804,32,8,Europe
2018-1389203,2018-01-18,2.362828,48.862505,1,7510302,10,3,Enfants-Rouges
2018-1389204,2018-01-11,2.304356,48.868747,1,7510801,29,8,Champs-Elysées
2018-1389206,2018-01-10,2.301943,48.878276,1,7510802,30,8,Faubourg-du-Roule
2018-1389207,2018-01-08,2.355672,48.867701,1,7510301,9,3,Arts-et-Métiers
2018-1389211,2018-01-23,2.361963,48.863554,1,7510302,10,3,Enfants-Rouges
2018-1389212,2018-01-04,2.358714,48.863313,1,7510302,10,3,Enfants-Rouges
2018-1389213,2018-01-12,2.326531,48.873275,1,7510803,31,8,Madeleine
2018-1389215,2018-01-24,2.336333,48.866621,1,7510103,3,1,Palais-Royal
2018-1389216,2018-01-15,2.333387,48.864577,1,7510103,3,1,Palais-Royal
2018-1389218,2018-01-29,2.366,48.858213,1,7510303,11,3,Archives
2018-1389219,2018-01-17,2.309161,48.868072,1,7510801,29,8,Champs-Elysées
2018-1389220,2018-01-25,2.358309,48.867321,1,7510301,9,3,Arts-et-Métiers
2018-1389223,2018-01-09,2.365932,48.861209,1,7510302,10,3,Enfants-Rouges
2018-1389225,2018-01-12,2.366707,48.861521,1,7510302,10,3,Enfants-Rouges
2018-1389227,2018-01-19,2.337476,48.866524,1,7510103,3,1,Palais-Royal
2018-1389230,2018-01-15,2.321661,48.880516,1,7510804,32,8,Europe
2018-1389233,2018-01-15,2.325896,48.871222,1,7510803,31,8,Madeleine
2018-1389234,2018-01-17,2.31397,48.87091,1,7510803,31,8,Madeleine
2018-1389234,2018-01-17,2.31397,48.87091,2,7510803,31,8,Madeleine
2018-1389234,2018-01-17,2.31397,48.87091,3,7510803,31,8,Madeleine
2018-1389235,2018-01-04,2.355952,48.861719,1,7510304,12,3,Sainte-Avoie
2018-1389236,2018-01-19,2.349593,48.863227,1,7510102,2,1,Halles
2018-1389237,2018-01-08,2.357808,48.864506,1,7510301,9,3,Arts-et-Métiers
2018-1389238,2018-01-09,2.306646,48.871446,1,7510802,30,8,Faubourg-du-Roule
2018-1389239,2018-01-19,2.349593,48.863227,1,7510102,2,1,Halles
2018-1389240,2018-01-15,2.359834,48.864253,1,7510302,10,3,Enfants-Rouges
2018-1389241,2018-01-23,2.356334,48.864762,1,7510301,9,3,Arts-et-Métiers
2018-1389242,2018-01-26,2.330058,48.864902,1,7510104,4,1,Place-Vendôme
2018-1389244,2018-01-15,2.311192,48.876628,1,7510804,32,8,Europe
2018-1389248,2018-01-30,2.340218,48.862656,1,7510102,2,1,Halles
2018-1389249,2018-01-25,2.343427,48.861484,1,7510102,2,1,Halles
2018-1389251,2018-01-29,2.333096,48.866973,1,7510104,4,1,Place-Vendôme
2018-1389252,2018-01-19,2.367399,48.858393,1,7510303,11,3,Archives
2018-1389253,2018-01-15,2.340218,48.862656,1,7510102,2,1,Halles
2018-1389254,2018-01-11,2.323092,48.876198,1,7510804,32,8,Europe
2018-1389256,2018-01-09,2.333143,48.866005,1,7510103,3,1,Palais-Royal
2018-1389258,2018-01-29,2.357953,48.864738,1,7510301,9,3,Arts-et-Métiers
2018-1389259,2018-01-15,2.341171,48.864816,1,7510102,2,1,Halles
2018-1389260,2018-01-15,2.355545,48.863361,1,7510304,12,3,Sainte-Avoie
2018-1389261,2018-01-09,2.352292,48.864853,1,7510301,9,3,Arts-et-Métiers
2018-1389261,2018-01-09,2.352292,48.864853,2,7510301,9,3,Arts-et-Métiers
2018-1389262,2018-01-29,2.36061,48.859121,1,7510303,11,3,Archives
2018-1389263,2018-01-24,2.325605,48.879793,1,7510804,32,8,Europe
2018-1389266,2018-01-25,2.307488,48.874534,1,7510802,30,8,Faubourg-du-Roule
2018-1389267,2018-01-16,2.313628,48.874939,1,7510804,32,8,Europe
2018-1389268,2018-01-26,2.330067,48.86532,1,7510104,4,1,Place-Vendôme
2018-1389269,2018-01-15,2.357634,48.862371,1,7510304,12,3,Sainte-Avoie
2018-1389273,2018-01-30,2.354382,48.86338,1,7510304,12,3,Sainte-Avoie
2018-1389275,2018-01-12,2.321159,48.879575,1,7510804,32,8,Europe
2018-1389276,2018-01-24,2.317473,48.876358,1,7510804,32,8,Europe
2018-1389278,2018-01-24,2.323079,48.87544,1,7510804,32,8,Europe
2018-1389282,2018-01-30,2.360813,48.866318,1,7510301,9,3,Arts-et-Métiers
2018-1389283,2018-01-30,2.361818,48.863456,1,7510302,10,3,Enfants-Rouges
2018-1389288,2018-01-22,2.356274,48.864259,1,7510301,9,3,Arts-et-Métiers
2018-1389289,2018-01-31,2.331921,48.86529,1,7510104,4,1,Place-Vendôme
2018-1389290,2018-01-24,2.362104,48.863618,1,7510302,10,3,Enfants-Rouges
2018-1389291,2018-01-18,2.321145,48.874093,1,7510803,31,8,Madeleine
2018-1389292,2018-02-01,2.342212,48.861784,1,7510102,2,1,Halles
2018-1389293,2018-01-25,2.315275,48.872507,1,7510803,31,8,Madeleine
2018-1389294,2018-01-12,2.322366,48.870234,1,7510803,31,8,Madeleine
2018-1389298,2018-01-31,2.320183,48.869787,1,7510803,31,8,Madeleine
2018-1389299,2018-01-22,2.326105,48.879201,1,7510804,32,8,Europe
2018-1389300,2018-01-24,2.361446,48.859365,1,7510303,11,3,Archives
2018-1389301,2018-02-07,2.362908,48.863415,1,7510302,10,3,Enfants-Rouges
2018-1389301,2018-02-07,2.362908,48.863415,2,7510302,10,3,Enfants-Rouges
2018-1389302,2018-01-26,2.305181,48.868965,1,7510801,29,8,Champs-Elysées
2018-1389303,2018-01-18,2.362501,48.861348,1,7510303,11,3,Archives
2018-1389304,2018-01-16,2.364669,48.857628,1,7510303,11,3,Archives
2018-1389309,2018-02-05,2.307472,48.873905,1,7510802,30,8,Faubourg-du-Roule
2018-1389310,2018-02-06,2.346015,48.863599,1,7510102,2,1,Halles
2018-1389310,2018-02-06,2.346015,48.863599,2,7510102,2,1,Halles
2018-1389314,2018-02-07,2.316441,48.880103,1,7510804,32,8,Europe
2018-1389317,2018-02-06,2.360101,48.861319,1,7510303,11,3,Archives
2018-1389318,2018-02-09,2.299042,48.877841,1,7510802,30,8,Faubourg-du-Roule
2018-1389321,2018-02-06,2.36045,48.866659,1,7510301,9,3,Arts-et-Métiers
2018-1389322,2018-02-09,2.341817,48.861395,1,7510102,2,1,Halles
2018-1389323,2018-02-01,2.363569,48.866713,1,7510302,10,3,Enfants-Rouges
2018-1389324,2018-02-12,2.345038,48.858114,1,7510101,1,1,Saint-Germain-l'Auxerrois
2018-1389325,2018-01-26,2.355635,48.867972,1,7510301,9,3,Arts-et-Métiers
2018-1389327,2018-01-24,2.365064,48.864411,1,7510302,10,3,Enfants-Rouges
2018-1389328,2018-01-18,2.362678,48.866508,1,7510302,10,3,Enfants-Rouges
2018-1389331,2018-02-01,2.347777,48.859956,1,7510102,2,1,Halles
2018-1389334,2018-01-23,2.308756,48.872593,1,7510802,30,8,Faubourg-du-Roule
2018-1389336,2018-02-02,2.331251,48.867551,1,7510104,4,1,Place-Vendôme
2018-1389337,2018-02-01,2.341817,48.861395,1,7510102,2,1,Halles
2018-1389338,2018-01-19,2.310841,48.873218,1,7510802,30,8,Faubourg-du-Roule
2018-1389339,2018-01-17,2.360085,48.86742,1,7510301,9,3,Arts-et-Métiers
2018-1389340,2018-01-31,2.309733,48.871004,1,7510802,30,8,Faubourg-du-Roule
2018-1389343,2018-01-26,2.360234,48.863965,1,7510302,10,3,Enfants-Rouges
2018-1389346,2018-01-31,2.364254,48.860493,1,7510303,11,3,Archives
2018-1389347,2018-02-02,2.322396,48.877245,1,7510804,32,8,Europe
2018-1389348,2018-02-12,2.302711,48.876549,1,7510802,30,8,Faubourg-du-Roule
2018-1389349,2018-02-05,2.36399,48.866229,1,7510302,10,3,Enfants-Rouges
2018-1389350,2018-01-16,2.297517,48.876403,1,7510802,30,8,Faubourg-du-Roule
2018-1389351,2018-02-09,2.364992,48.857183,1,7510303,11,3,Archives
2018-1389352,2018-02-13,2.340702,48.863724,1,7510102,2,1,Halles
2018-1389354,2018-01-24,2.301926,48.873003,1,7510802,30,8,Faubourg-du-Roule
2018-1389355,2018-01-26,2.362828,48.862505,1,7510302,10,3,Enfants-Rouges
2018-1389356,2018-01-18,2.356109,48.864292,1,7510301,9,3,Arts-et-Métiers
2018-1389357,2018-02-02,2.35501,48.861067,1,7510304,12,3,Sainte-Avoie
2018-1389358,2018-01-26,2.35952,48.867649,1,7510301,9,3,Arts-et-Métiers
2018-1389361,2018-02-09,2.304234,48.869357,1,7510801,29,8,Champs-Elysées
2018-1389362,2018-02-01,2.303253,48.866834,1,7510801,29,8,Champs-Elysées
2018-1389363,2018-01-31,2.304234,48.869357,1,7510801,29,8,Champs-Elysées
2018-1389364,2018-01-30,2.35474,48.861073,1,7510304,12,3,Sainte-Avoie
2018-1389365,2018-01-25,2.325639,48.879567,1,7510804,32,8,Europe
2018-1389366,2018-02-06,2.361288,48.863219,1,7510302,10,3,Enfants-Rouges
2018-1389367,2018-01-25,2.363848,48.857851,1,7510303,11,3,Archives
2018-1389367,2018-01-25,2.363848,48.857851,2,7510303,11,3,Archives
2018-1389369,2018-01-22,2.321493,48.876046,1,7510804,32,8,Europe
2018-1389371,2018-02-02,2.317198,48.880888,1,7510804,32,8,Europe
2018-1389372,2018-02-06,2.338257,48.866029,1,7510103,3,1,Palais-Royal
2018-1389373,2018-01-24,2.331946,48.864703,1,7510103,3,1,Palais-Royal
2018-1389375,2018-02-09,2.357551,48.867876,1,7510301,9,3,Arts-et-Métiers
2018-1389376,2018-01-29,2.298073,48.87711,1,7510802,30,8,Faubourg-du-Roule
2018-1389378,2018-02-09,2.301014,48.878069,1,7510802,30,8,Faubourg-du-Roule
2018-1389379,2018-02-14,2.324912,48.882333,1,7510804,32,8,Europe
2018-1389380,2018-02-07,2.319285,48.879478,1,7510804,32,8,Europe
2018-1389381,2018-02-13,2.367696,48.856856,1,7510303,11,3,Archives
2018-1389381,2018-02-13,2.367696,48.856856,2,7510303,11,3,Archives
2018-1389382,2018-02-13,2.362283,48.861805,1,7510302,10,3,Enfants-Rouges
2018-1389383,2018-02-02,2.318854,48.881058,1,7510804,32,8,Europe
2018-1389384,2018-02-19,2.345986,48.863887,1,7510102,2,1,Halles
2018-1389385,2018-02-08,2.357056,48.863217,1,7510304,12,3,Sainte-Avoie
2018-1389387,2018-02-13,2.360036,48.867935,1,7510301,9,3,Arts-et-Métiers
2018-1389388,2018-02-14,2.356099,48.864154,1,7510301,9,3,Arts-et-Métiers
2018-1389393,2018-02-06,2.313283,48.878169,1,7510804,32,8,Europe
2018-1389394,2018-02-01,2.353745,48.866552,1,7510301,9,3,Arts-et-Métiers
2018-1389396,2018-02-09,2.314393,48.880118,1,7510804,32,8,Europe
2018-1389397,2018-02-13,2.321493,48.876046,1,7510804,32,8,Europe
2018-1389398,2018-02-05,2.345782,48.858611,1,7510101,1,1,Saint-Germain-l'Auxerrois
2018-1389399,2018-02-07,2.303545,48.866999,1,7510801,29,8,Champs-Elysées
2018-1389400,2018-02-22,2.315302,48.876187,1,7510804,32,8,Europe
2018-1389401,2018-01-24,2.364086,48.864025,1,7510302,10,3,Enfants-Rouges
2018-1389402,2018-02-06,2.315773,48.871945,1,7510803,31,8,Madeleine
2018-1389404,2018-02-13,2.306759,48.875331,1,7510802,30,8,Faubourg-du-Roule
2018-1389405,2018-02-21,2.360511,48.860377,1,7510303,11,3,Archives
2018-1389405,2018-02-21,2.360511,48.860377,2,7510303,11,3,Archives
2018-1389406,2018-02-12,2.361699,48.862637,1,7510302,10,3,Enfants-Rouges
2018-1389407,2018-01-26,2.359539,48.865053,1,7510301,9,3,Arts-et-Métiers
2018-1389408,2018-01-31,2.333358,48.864474,1,7510103,3,1,Palais-Royal
2018-1389409,2018-02-01,2.348588,48.85975,1,7510102,2,1,Halles
2018-1389413,2018-02-13,2.302062,48.878463,1,7510802,30,8,Faubourg-du-Roule
2018-1389414,2018-02-09,2.355985,48.86761,1,7510301,9,3,Arts-et-Métiers
2018-1389418,2018-02-14,2.354833,48.868407,1,7510301,9,3,Arts-et-Métiers
2018-1389419,2018-02-19,2.360137,48.865859,1,7510301,9,3,Arts-et-Métiers
2018-1389423,2018-02-12,2.34833,48.861316,1,7510102,2,1,Halles
2018-1389424,2018-02-01,2.360085,48.86742,1,7510301,9,3,Arts-et-Métiers
2018-1389425,2018-01-30,2.358714,48.863313,1,7510302,10,3,Enfants-Rouges
2018-1389429,2018-02-20,2.300139,48.869049,1,7510801,29,8,Champs-Elysées
2018-1389429,2018-02-20,2.300139,48.869049,2,7510801,29,8,Champs-Elysées
2018-1389430,2018-02-23,2.359542,48.867492,1,7510301,9,3,Arts-et-Métiers
2018-1389431,2018-02-13,2.325904,48.870831,1,7510803,31,8,Madeleine
2018-1389433,2018-02-22,2.331474,48.865577,1,7510104,4,1,Place-Vendôme
2018-1389434,2018-02-23,2.315302,48.876187,1,7510804,32,8,Europe
2018-1389434,2018-02-23,2.315302,48.876187,2,7510804,32,8,Europe
2018-1389434,2018-02-23,2.315302,48.876187,3,7510804,32,8,Europe
2018-1389434,2018-02-23,2.315302,48.876187,4,7510804,32,8,Europe
2018-1389434,2018-02-23,2.315302,48.876187,5,7510804,32,8,Europe
2018-1389435,2018-02-22,2.346137,48.863567,1,7510102,2,1,Halles
2018-1389436,2018-02-21,2.322095,48.869672,1,7510803,31,8,Madeleine
2018-1389436,2018-02-21,2.322095,48.869672,2,7510803,31,8,Madeleine
2018-1389437,2018-02-07,2.355568,48.864312,1,7510301,9,3,Arts-et-Métiers
2018-1389440,2018-02-26,2.311774,48.870811,1,7510802,30,8,Faubourg-du-Roule
2018-1389442,2018-02-02,2.359608,48.865377,1,7510301,9,3,Arts-et-Métiers
2018-1389443,2018-02-07,2.356157,48.863819,1,7510304,12,3,Sainte-Avoie
2018-1389444,2018-02-22,2.364824,48.861725,1,7510302,10,3,Enfants-Rouges
2018-1389444,2018-02-22,2.364824,48.861725,2,7510302,10,3,Enfants-Rouges
2018-1389445,2018-01-31,2.346617,48.863499,1,7510102,2,1,Halles
2018-1389447,2018-02-23,2.361001,48.866762,1,7510301,9,3,Arts-et-Métiers
2018-1389448,2018-02-16,2.316445,48.876396,1,7510804,32,8,Europe
2018-1389449,2018-02-16,2.342347,48.861326,1,7510102,2,1,Halles
2018-1389450,2018-02-13,2.347239,48.863857,1,7510102,2,1,Halles
2018-1389451,2018-03-01,2.363799,48.866428,1,7510302,10,3,Enfants-Rouges
2018-1389452,2018-02-27,2.315302,48.876187,1,7510804,32,8,Europe
2018-1389453,2018-02-12,2.315262,48.871242,1,7510803,31,8,Madeleine
2018-1389454,2018-01-30,2.304079,48.876993,1,7510802,30,8,Faubourg-du-Roule
2018-1389458,2018-02-27,2.306396,48.866139,1,7510801,29,8,Champs-Elysées
2018-1389459,2018-02-06,2.358719,48.866686,1,7510301,9,3,Arts-et-Métiers
2018-1389460,2018-02-20,2.365064,48.864411,1,7510302,10,3,Enfants-Rouges
2018-1389467,2018-02-21,2.304507,48.879161,1,7510804,32,8,Europe
2018-1389468,2018-02-28,2.365997,48.859077,1,7510303,11,3,Archives
2018-1389469,2018-02-06,2.333196,48.864625,1,7510103,3,1,Palais-Royal
2018-1389470,2018-02-06,2.333196,48.864625,1,7510103,3,1,Palais-Royal
2018-1389472,2018-02-22,2.357164,48.861888,1,7510304,12,3,Sainte-Avoie
2018-1389473,2018-02-28,2.349852,48.862165,1,7510102,2,1,Halles
2018-1389475,2018-02-23,2.363874,48.863652,1,7510302,10,3,Enfants-Rouges
2018-1389476,2018-02-22,2.333161,48.864135,1,7510103,3,1,Palais-Royal
2018-1389477,2018-02-26,2.336053,48.86679,1,7510103,3,1,Palais-Royal
2018-1389479,2018-02-16,2.306712,48.875219,1,7510802,30,8,Faubourg-du-Roule
2018-1389481,2018-02-19,2.364741,48.859732,1,7510303,11,3,Archives
2018-1389482,2018-02-12,2.360256,48.865933,1,7510301,9,3,Arts-et-Métiers
2018-1389483,2018-02-09,2.360085,48.86742,1,7510301,9,3,Arts-et-Métiers
2018-1389485,2018-02-14,2.365014,48.86245,1,7510302,10,3,Enfants-Rouges
2018-1389486,2018-02-08,2.352921,48.863409,1,7510304,12,3,Sainte-Avoie
2018-1389487,2018-02-28,2.351613,48.862846,1,7510304,12,3,Sainte-Avoie
2018-1389488,2018-02-09,2.317191,48.872846,1,7510803,31,8,Madeleine
2018-1389489,2018-02-27,2.350782,48.862153,1,7510304,12,3,Sainte-Avoie
2018-1389490,2018-02-16,2.335429,48.866466,1,7510103,3,1,Palais-Royal
2018-1389491,2018-02-16,2.335429,48.866466,1,7510103,3,1,Palais-Royal
2018-1389492,2018-02-22,2.356953,48.863066,1,7510304,12,3,Sainte-Avoie
2018-1389495,2018-02-16,2.36279,48.861392,1,7510303,11,3,Archives
2018-1389496,2018-03-02,2.346714,48.860175,1,7510102,2,1,Halles
2018-1389497,2018-02-27,2.300287,48.865958,1,7510801,29,8,Champs-Elysées
2018-1389499,2018-02-16,2.356413,48.86172,1,7510304,12,3,Sainte-Avoie
2018-1389500,2018-02-23,2.300893,48.872545,1,7510802,30,8,Faubourg-du-Roule
2018-1389501,2018-02-20,2.362926,48.865036,1,7510302,10,3,Enfants-Rouges
2018-1389502,2018-03-08,2.367673,48.857223,1,7510303,11,3,Archives
2018-1389503,2018-02-14,2.342237,48.861666,1,7510102,2,1,Halles
2018-1389507,2018-02-12,2.359534,48.862944,1,7510302,10,3,Enfants-Rouges
2018-1389508,2018-02-16,2.307797,48.871018,1,7510802,30,8,Faubourg-du-Roule
2018-1389509,2018-02-23,2.301981,48.870082,1,7510801,29,8,Champs-Elysées
2018-1389512,2018-03-05,2.356213,48.867597,1,7510301,9,3,Arts-et-Métiers
2018-1389516,2018-02-13,2.346714,48.860175,1,7510102,2,1,Halles
2018-1389519,2018-02-20,2.310586,48.870133,1,7510802,30,8,Faubourg-du-Roule
2018-1389520,2018-03-07,2.359613,48.862904,1,7510302,10,3,Enfants-Rouges
2018-1389521,2018-02-26,2.322789,48.88104,1,7510804,32,8,Europe
2018-1389522,2018-02-21,2.351975,48.862945,1,7510304,12,3,Sainte-Avoie
2018-1389523,2018-02-09,2.361698,48.862514,1,7510302,10,3,Enfants-Rouges
2018-1389524,2018-02-14,2.363912,48.862759,1,7510302,10,3,Enfants-Rouges
2018-1389525,2018-02-26,2.324912,48.882333,1,7510804,32,8,Europe
2018-1389526,2018-02-13,2.356981,48.868097,1,7510301,9,3,Arts-et-Métiers
2018-1389526,2018-02-13,2.356981,48.868097,2,7510301,9,3,Arts-et-Métiers
2018-1389527,2018-02-28,2.304678,48.871669,1,7510802,30,8,Faubourg-du-Roule
2018-1389528,2018-02-19,2.333143,48.866005,1,7510103,3,1,Palais-Royal
2018-1389529,2018-02-20,2.358185,48.86769,1,7510301,9,3,Arts-et-Métiers
2018-1389531,2018-03-01,2.361564,48.861837,1,7510302,10,3,Enfants-Rouges
2018-1389532,2018-03-07,2.322922,48.872042,1,7510803,31,8,Madeleine
2018-1389534,2018-02-15,2.333196,48.864625,1,7510103,3,1,Palais-Royal
2018-1389535,2018-02-13,2.364124,48.863029,1,7510302,10,3,Enfants-Rouges
2018-1389537,2018-03-08,2.355459,48.863778,1,7510304,12,3,Sainte-Avoie
2018-1389538,2018-03-05,2.36166,48.862345,1,7510302,10,3,Enfants-Rouges
2018-1389542,2018-03-09,2.35952,48.863538,1,7510302,10,3,Enfants-Rouges
2018-1389543,2018-02-28,2.34046,48.859181,1,7510101,1,1,Saint-Germain-l'Auxerrois
2018-1389544,2018-03-05,2.35714,48.864804,1,7510301,9,3,Arts-et-Métiers
2018-1389545,2018-03-13,2.360149,48.863775,1,7510302,10,3,Enfants-Rouges
2018-1389546,2018-03-13,2.360149,48.863775,1,7510302,10,3,Enfants-Rouges
2018-1389549,2018-02-28,2.323998,48.88215,1,7510804,32,8,Europe
2018-1389553,2018-03-09,2.355819,48.864529,1,7510301,9,3,Arts-et-Métiers
2018-1389554,2018-02-28,2.326348,48.866939,1,7510104,4,1,Place-Vendôme
2018-1389555,2018-03-09,2.302302,48.876484,1,7510802,30,8,Faubourg-du-Roule
2018-1389556,2018-03-02,2.310891,48.876522,1,7510804,32,8,Europe
2018-1389557,2018-02-26,2.299907,48.874579,1,7510802,30,8,Faubourg-du-Roule
2018-1389558,2018-03-07,2.366485,48.861266,1,7510302,10,3,Enfants-Rouges
2018-1389558,2018-03-07,2.366485,48.861266,2,7510302,10,3,Enfants-Rouges
2018-1389558,2018-03-07,2.366485,48.861266,3,7510302,10,3,Enfants-Rouges
2018-1389559,2018-02-15,2.346079,48.864,1,7510102,2,1,Halles
2018-1389560,2018-03-05,2.359621,48.865685,1,7510301,9,3,Arts-et-Métiers
2018-1389561,2018-03-13,2.362598,48.863099,1,7510302,10,3,Enfants-Rouges
2018-1389562,2018-02-19,2.359381,48.867118,1,7510301,9,3,Arts-et-Métiers
2018-1389563,2018-03-07,2.362127,48.862007,1,7510302,10,3,Enfants-Rouges
2018-1389564,2018-02-28,2.320676,48.877992,1,7510804,32,8,Europe
2018-1389566,2018-03-09,2.357892,48.86205,1,7510304,12,3,Sainte-Avoie
2018-1389568,2018-03-01,2.331474,48.865577,1,7510104,4,1,Place-Vendôme
2018-1389569,2018-03-13,2.334562,48.863418,1,7510103,3,1,Palais-Royal
2018-1389571,2018-02-27,2.360646,48.863042,1,7510302,10,3,Enfants-Rouges
2018-1389572,2018-03-14,2.302469,48.867101,1,7510801,29,8,Champs-Elysées
2018-1389574,2018-02-27,2.36287,48.866347,1,7510302,10,3,Enfants-Rouges
2018-1389575,2018-03-14,2.361938,48.860461,1,7510303,11,3,Archives
2018-1389576,2018-03-14,2.360273,48.867377,1,7510301,9,3,Arts-et-Métiers
2018-1389577,2018-03-19,2.36275,48.863288,1,7510302,10,3,Enfants-Rouges
2018-1389578,2018-02-22,2.301981,48.870082,1,7510801,29,8,Champs-Elysées
2018-1389579,2018-03-16,2.362202,48.862422,1,7510302,10,3,Enfants-Rouges
2018-1389581,2018-02-28,2.320169,48.879548,1,7510804,32,8,Europe
2018-1389584,2018-03-08,2.316261,48.872774,1,7510803,31,8,Madeleine
2018-1389585,2018-03-05,2.360101,48.861319,1,7510303,11,3,Archives
2018-1389586,2018-03-02,2.349051,48.860996,1,7510102,2,1,Halles
2018-1389587,2018-02-26,2.314982,48.871017,1,7510803,31,8,Madeleine
2018-1389590,2018-02-22,2.306071,48.866484,1,7510801,29,8,Champs-Elysées
2018-1389591,2018-02-26,2.317815,48.87536,1,7510804,32,8,Europe
2018-1389592,2018-03-12,2.345963,48.860244,1,7510102,2,1,Halles
2018-1389593,2018-03-08,2.359065,48.86548,1,7510301,9,3,Arts-et-Métiers
2018-1389594,2018-03-16,2.318922,48.877798,1,7510804,32,8,Europe
2018-1389595,2018-03-08,2.336244,48.866127,1,7510103,3,1,Palais-Royal
2018-1389596,2018-02-27,2.315505,48.872527,1,7510803,31,8,Madeleine
2018-1389597,2018-03-12,2.358696,48.864041,1,7510301,9,3,Arts-et-Métiers
2018-1389598,2018-03-20,2.364586,48.865783,1,7510302,10,3,Enfants-Rouges
2018-1389599,2018-03-15,2.365304,48.857822,1,7510303,11,3,Archives
2018-1389600,2018-03-09,2.297517,48.876403,1,7510802,30,8,Faubourg-du-Roule
2018-1389601,2018-03-08,2.362926,48.865036,1,7510302,10,3,Enfants-Rouges
2018-1389602,2018-03-08,2.336108,48.865638,1,7510103,3,1,Palais-Royal
2018-1389605,2018-03-16,2.366022,48.860861,1,7510303,11,3,Archives
2018-1389606,2018-03-09,2.358714,48.863313,1,7510302,10,3,Enfants-Rouges
2018-1389607,2018-03-15,2.346493,48.859399,1,7510102,2,1,Halles
2018-1389608,2018-02-22,2.304678,48.871669,1,7510802,30,8,Faubourg-du-Roule
2018-1389609,2018-03-20,2.301979,48.86773,1,7510801,29,8,Champs-Elysées
2018-1389610,2018-03-14,2.356213,48.867597,1,7510301,9,3,Arts-et-Métiers
2018-1389612,2018-03-08,2.365027,48.86301,1,7510302,10,3,Enfants-Rouges
2018-1389614,2018-02-26,2.306669,48.874195,1,7510802,30,8,Faubourg-du-Roule
2018-1389616,2018-03-20,2.304234,48.869357,1,7510801,29,8,Champs-Elysées
2018-1389617,2018-03-08,2.367546,48.856715,1,7510303,11,3,Archives
2018-1389618,2018-03-01,2.324997,48.881869,1,7510804,32,8,Europe
