id_mutation,date_mutation,longitude,latitude,num_ordre,C_QUINSEE,C_QU,C_AR,L_QU
2018-1406399,2018-06-22,2.342812,48.828979,1,7511303,51,13,Maison-Blanche
2018-1406400,2018-06-15,2.371261,48.832314,1,7511302,50,13,Gare
2018-1406401,2018-06-21,2.34806,48.829015,1,7511303,51,13,Maison-Blanche
2018-1406402,2018-07-03,2.344394,48.836582,1,7511304,52,13,Croulebarbe
2018-1406403,2018-07-06,2.343348,48.833019,1,7511304,52,13,Croulebarbe
2018-1406404,2018-06-25,2.344792,48.835932,1,7511304,52,13,Croulebarbe
2018-1406405,2018-07-11,2.357079,48.82912,1,7511303,51,13,Maison-Blanche
2018-1406406,2018-06-26,2.370241,48.827312,1,7511302,50,13,Gare
2018-1406409,2018-06-28,2.345811,48.821622,1,7511303,51,13,Maison-Blanche
2018-1406416,2018-07-11,2.359995,48.835111,1,7511301,49,13,Salpêtrière
2018-1406417,2018-07-06,2.352509,48.824024,1,7511303,51,13,Maison-Blanche
2018-1406418,2018-07-05,2.353043,48.833506,1,7511304,52,13,Croulebarbe
2018-1406419,2018-07-04,2.345245,48.834463,1,7511304,52,13,Croulebarbe
2018-1406420,2018-07-09,2.366345,48.823562,1,7511302,50,13,Gare
2018-1406421,2018-06-18,2.342187,48.826553,1,7511303,51,13,Maison-Blanche
2018-1406422,2018-07-10,2.371645,48.832099,1,7511302,50,13,Gare
2018-1406423,2018-07-10,2.372328,48.827895,1,7511302,50,13,Gare
2018-1406424,2018-06-29,2.345811,48.821622,1,7511303,51,13,Maison-Blanche
2018-1406425,2018-06-22,2.359659,48.822979,1,7511303,51,13,Maison-Blanche
2018-1406426,2018-07-05,2.368547,48.827496,1,7511302,50,13,Gare
2018-1406427,2018-07-03,2.366345,48.823562,1,7511302,50,13,Gare
2018-1406428,2018-07-12,2.366345,48.823562,1,7511302,50,13,Gare
2018-1406429,2018-07-16,2.357321,48.824369,1,7511303,51,13,Maison-Blanche
2018-1406430,2018-07-12,2.348295,48.834582,1,7511304,52,13,Croulebarbe
2018-1406431,2018-06-21,2.35265,48.829599,1,7511303,51,13,Maison-Blanche
2018-1406432,2018-06-25,2.36396,48.821582,1,7511302,50,13,Gare
2018-1406433,2018-06-22,2.359413,48.821917,1,7511303,51,13,Maison-Blanche
2018-1406434,2018-06-20,2.358681,48.826923,1,7511303,51,13,Maison-Blanche
2018-1406435,2018-06-22,2.35607,48.820911,1,7511303,51,13,Maison-Blanche
2018-1406436,2018-07-13,2.360361,48.832929,1,7511301,49,13,Salpêtrière
2018-1406437,2018-06-29,2.372962,48.826949,1,7511302,50,13,Gare
2018-1406438,2018-06-22,2.346278,48.829715,1,7511303,51,13,Maison-Blanche
2018-1406439,2018-07-11,2.360005,48.81971,1,7511303,51,13,Maison-Blanche
2018-1406440,2018-07-17,2.372409,48.827326,1,7511302,50,13,Gare
2018-1406442,2018-07-12,2.350719,48.827202,1,7511303,51,13,Maison-Blanche
2018-1406443,2018-07-05,2.361019,48.819411,1,7511303,51,13,Maison-Blanche
2018-1406445,2018-07-12,2.360284,48.834655,1,7511301,49,13,Salpêtrière
2018-1406446,2018-06-21,2.342127,48.825451,1,7511303,51,13,Maison-Blanche
2018-1406447,2018-07-04,2.362541,48.824077,1,7511302,50,13,Gare
2018-1406448,2018-06-27,2.361679,48.830899,1,7511302,50,13,Gare
2018-1406449,2018-07-09,2.367248,48.827321,1,7511302,50,13,Gare
2018-1406450,2018-07-13,2.346379,48.825351,1,7511303,51,13,Maison-Blanche
2018-1406451,2018-07-16,2.349471,48.834092,1,7511304,52,13,Croulebarbe
2018-1406453,2018-05-18,2.3625,48.830499,1,7511302,50,13,Gare
2018-1406454,2018-07-18,2.351631,48.829721,1,7511303,51,13,Maison-Blanche
2018-1406456,2018-07-12,2.371214,48.825111,1,7511302,50,13,Gare
2018-1406457,2018-06-21,2.359698,48.822919,1,7511303,51,13,Maison-Blanche
2018-1406458,2018-07-04,2.35351,48.833743,1,7511304,52,13,Croulebarbe
2018-1406459,2018-07-16,2.348391,48.826966,1,7511303,51,13,Maison-Blanche
2018-1406460,2018-07-16,2.347887,48.828758,1,7511303,51,13,Maison-Blanche
2018-1406462,2018-07-18,2.375581,48.824486,1,7511302,50,13,Gare
2018-1406466,2018-06-28,2.3724,48.826488,1,7511302,50,13,Gare
2018-1406467,2018-06-29,2.366345,48.823562,1,7511302,50,13,Gare
2018-1406468,2018-07-06,2.357079,48.82912,1,7511303,51,13,Maison-Blanche
2018-1406469,2018-06-29,2.370623,48.828631,1,7511302,50,13,Gare
2018-1406470,2018-07-06,2.359698,48.822919,1,7511303,51,13,Maison-Blanche
2018-1406471,2018-06-29,2.364576,48.821369,1,7511302,50,13,Gare
2018-1406473,2018-06-28,2.355232,48.833685,1,7511301,49,13,Salpêtrière
2018-1406474,2018-07-17,2.359413,48.821917,1,7511303,51,13,Maison-Blanche
2018-1406475,2018-07-09,2.346027,48.832164,1,7511304,52,13,Croulebarbe
2018-1406476,2018-07-20,2.343348,48.833019,1,7511304,52,13,Croulebarbe
2018-1406477,2018-07-06,2.342071,48.823821,1,7511303,51,13,Maison-Blanche
2018-1406478,2018-07-18,2.360232,48.834974,1,7511301,49,13,Salpêtrière
2018-1406480,2018-07-06,2.357564,48.827961,1,7511303,51,13,Maison-Blanche
2018-1406481,2018-07-03,2.366345,48.823562,1,7511302,50,13,Gare
2018-1406483,2018-07-18,2.367635,48.830914,1,7511302,50,13,Gare
2018-1406484,2018-06-29,2.353954,48.834737,1,7511301,49,13,Salpêtrière
2018-1406484,2018-06-29,2.347789,48.836481,2,7511304,52,13,Croulebarbe
2018-1406485,2018-07-10,2.35145,48.836026,1,7511304,52,13,Croulebarbe
2018-1406488,2018-07-05,2.367248,48.827321,1,7511302,50,13,Gare
2018-1406489,2018-07-17,2.342044,48.823381,1,7511303,51,13,Maison-Blanche
2018-1406491,2018-07-18,2.369612,48.826133,1,7511302,50,13,Gare
2018-1406492,2018-06-28,2.350417,48.825098,1,7511303,51,13,Maison-Blanche
2018-1406493,2018-07-24,2.342382,48.829101,1,7511303,51,13,Maison-Blanche
2018-1406494,2018-07-19,2.350344,48.827296,1,7511303,51,13,Maison-Blanche
2018-1406496,2018-07-06,2.341842,48.829338,1,7511303,51,13,Maison-Blanche
2018-1406498,2018-07-13,2.379676,48.830309,1,7511302,50,13,Gare
2018-1406499,2018-07-06,2.341842,48.829338,1,7511303,51,13,Maison-Blanche
2018-1406501,2018-07-13,2.367447,48.827312,1,7511302,50,13,Gare
2018-1406502,2018-07-13,2.347789,48.836481,1,7511304,52,13,Croulebarbe
2018-1406503,2018-07-04,2.360441,48.822906,1,7511303,51,13,Maison-Blanche
2018-1406504,2018-07-24,2.347037,48.826022,1,7511303,51,13,Maison-Blanche
2018-1406505,2018-06-28,2.354017,48.829989,1,7511303,51,13,Maison-Blanche
2018-1406506,2018-07-06,2.355247,48.836874,1,7511301,49,13,Salpêtrière
2018-1406508,2018-07-26,2.354698,48.836315,1,7511301,49,13,Salpêtrière
2018-1406509,2018-06-29,2.343968,48.834337,1,7511304,52,13,Croulebarbe
2018-1406510,2018-07-19,2.343348,48.833019,1,7511304,52,13,Croulebarbe
2018-1406511,2018-07-24,2.357492,48.827122,1,7511303,51,13,Maison-Blanche
2018-1406512,2018-07-25,2.36362,48.826886,1,7511302,50,13,Gare
2018-1406513,2018-07-03,2.351516,48.828381,1,7511303,51,13,Maison-Blanche
2018-1406514,2018-07-04,2.354633,48.829151,1,7511303,51,13,Maison-Blanche
2018-1406516,2018-07-06,2.354633,48.829151,1,7511303,51,13,Maison-Blanche
2018-1406517,2018-07-16,2.344583,48.834439,1,7511304,52,13,Croulebarbe
2018-1406518,2018-07-09,2.344488,48.822237,1,7511303,51,13,Maison-Blanche
2018-1406519,2018-07-13,2.366345,48.823562,1,7511302,50,13,Gare
2018-1406520,2018-07-03,2.371686,48.828912,1,7511302,50,13,Gare
2018-1406520,2018-07-03,2.371686,48.828912,2,7511302,50,13,Gare
2018-1406521,2018-07-06,2.3689,48.83096,1,7511302,50,13,Gare
2018-1406523,2018-07-17,2.346379,48.825351,1,7511303,51,13,Maison-Blanche
2018-1406524,2018-07-18,2.343348,48.833019,1,7511304,52,13,Croulebarbe
2018-1406525,2018-07-12,2.354633,48.829151,1,7511303,51,13,Maison-Blanche
2018-1406526,2018-07-27,2.369933,48.829241,1,7511302,50,13,Gare
2018-1406528,2018-07-20,2.368427,48.825608,1,7511302,50,13,Gare
2018-1406530,2018-07-27,2.36028,48.835357,1,7511301,49,13,Salpêtrière
2018-1406531,2018-07-19,2.349779,48.823849,1,7511303,51,13,Maison-Blanche
2018-1406532,2018-07-27,2.358281,48.827323,1,7511303,51,13,Maison-Blanche
2018-1406533,2018-07-04,2.341709,48.830811,1,7511303,51,13,Maison-Blanche
2018-1406541,2018-07-27,2.359532,48.835421,1,7511301,49,13,Salpêtrière
2018-1406542,2018-07-27,2.351206,48.827136,1,7511303,51,13,Maison-Blanche
2018-1406543,2018-07-30,2.371919,48.829327,1,7511302,50,13,Gare
2018-1406545,2018-07-23,2.357564,48.827961,1,7511303,51,13,Maison-Blanche
2018-1406546,2018-07-18,2.342937,48.836906,1,7511304,52,13,Croulebarbe
2018-1406547,2018-07-12,2.354515,48.826226,1,7511303,51,13,Maison-Blanche
2018-1406549,2018-04-20,2.346123,48.828723,1,7511303,51,13,Maison-Blanche
2018-1406550,2018-07-25,2.342127,48.825451,1,7511303,51,13,Maison-Blanche
2018-1406551,2018-07-30,2.359807,48.822768,1,7511303,51,13,Maison-Blanche
2018-1406554,2018-07-13,2.370982,48.829121,1,7511302,50,13,Gare
2018-1406555,2018-07-31,2.34817,48.824514,1,7511303,51,13,Maison-Blanche
2018-1406556,2018-07-27,2.349471,48.834092,1,7511304,52,13,Croulebarbe
2018-1406559,2018-07-26,2.343287,48.824301,1,7511303,51,13,Maison-Blanche
2018-1406560,2018-07-13,2.371364,48.830024,1,7511302,50,13,Gare
2018-1406561,2018-07-16,2.367645,48.825267,1,7511302,50,13,Gare
2018-1406562,2018-07-26,2.341842,48.829338,1,7511303,51,13,Maison-Blanche
2018-1406564,2018-07-26,2.345163,48.834592,1,7511304,52,13,Croulebarbe
2018-1406565,2018-06-27,2.347139,48.824879,1,7511303,51,13,Maison-Blanche
2018-1406566,2018-07-31,2.346149,48.822471,1,7511303,51,13,Maison-Blanche
2018-1406567,2018-07-27,2.359413,48.826365,1,7511303,51,13,Maison-Blanche
2018-1406568,2018-07-05,2.342074,48.830272,1,7511303,51,13,Maison-Blanche
2018-1406569,2018-07-18,2.351707,48.832626,1,7511304,52,13,Croulebarbe
2018-1406571,2018-08-01,2.349205,48.824198,1,7511303,51,13,Maison-Blanche
2018-1406572,2018-07-19,2.3431,48.828331,1,7511303,51,13,Maison-Blanche
2018-1406573,2018-07-23,2.351234,48.823119,1,7511303,51,13,Maison-Blanche
2018-1406573,2018-07-23,2.351234,48.823119,2,7511303,51,13,Maison-Blanche
2018-1406573,2018-07-23,2.351234,48.823119,3,7511303,51,13,Maison-Blanche
2018-1406574,2018-07-24,2.357871,48.83593,1,7511301,49,13,Salpêtrière
2018-1406575,2018-07-12,2.374125,48.828751,1,7511302,50,13,Gare
2018-1406576,2018-07-31,2.343448,48.825869,1,7511303,51,13,Maison-Blanche
2018-1406577,2018-07-20,2.352341,48.822809,1,7511303,51,13,Maison-Blanche
2018-1406579,2018-08-01,2.36623,48.832823,1,7511302,50,13,Gare
2018-1406580,2018-07-27,2.367319,48.821948,1,7511302,50,13,Gare
2018-1406581,2018-07-19,2.350618,48.836011,1,7511304,52,13,Croulebarbe
2018-1406582,2018-07-27,2.342593,48.825373,1,7511303,51,13,Maison-Blanche
2018-1406585,2018-08-01,2.361394,48.823413,1,7511303,51,13,Maison-Blanche
2018-1406586,2018-07-12,2.359712,48.834176,1,7511301,49,13,Salpêtrière
2018-1406588,2018-07-25,2.346834,48.835466,1,7511304,52,13,Croulebarbe
2018-1406589,2018-07-10,2.343348,48.833019,1,7511304,52,13,Croulebarbe
2018-1406590,2018-07-31,2.351212,48.824681,1,7511303,51,13,Maison-Blanche
2018-1406593,2018-07-30,2.351969,48.835485,1,7511304,52,13,Croulebarbe
2018-1406595,2018-08-01,2.342937,48.836906,1,7511304,52,13,Croulebarbe
2018-1406597,2018-07-09,2.343348,48.833019,1,7511304,52,13,Croulebarbe
2018-1406598,2018-08-10,2.35994,48.832693,1,7511301,49,13,Salpêtrière
2018-1406600,2018-07-25,2.342074,48.830272,1,7511303,51,13,Maison-Blanche
2018-1406601,2018-07-20,2.347151,48.826389,1,7511303,51,13,Maison-Blanche
2018-1406602,2018-07-26,2.362636,48.8204,1,7511303,51,13,Maison-Blanche
2018-1406606,2018-07-30,2.354633,48.829151,1,7511303,51,13,Maison-Blanche
2018-1406607,2018-08-03,2.352467,48.831374,1,7511304,52,13,Croulebarbe
2018-1406608,2018-07-27,2.357395,48.83038,1,7511302,50,13,Gare
2018-1406609,2018-08-01,2.359119,48.835541,1,7511301,49,13,Salpêtrière
2018-1406610,2018-07-18,2.347202,48.836916,1,7511304,52,13,Croulebarbe
2018-1406611,2018-08-09,2.357481,48.832226,1,7511301,49,13,Salpêtrière
2018-1406612,2018-08-07,2.357785,48.828148,1,7511303,51,13,Maison-Blanche
2018-1406613,2018-08-06,2.350169,48.836664,1,7511304,52,13,Croulebarbe
2018-1406616,2018-08-06,2.355904,48.833419,1,7511301,49,13,Salpêtrière
2018-1406617,2018-07-31,2.354633,48.829151,1,7511303,51,13,Maison-Blanche
2018-1406618,2018-08-14,2.368427,48.825608,1,7511302,50,13,Gare
2018-1406620,2018-07-31,2.372469,48.827701,1,7511302,50,13,Gare
2018-1406621,2018-07-31,2.346984,48.822889,1,7511303,51,13,Maison-Blanche
2018-1406622,2018-07-23,2.343255,48.830555,1,7511303,51,13,Maison-Blanche
2018-1406623,2018-08-02,2.345656,48.820082,1,7511303,51,13,Maison-Blanche
2018-1406624,2018-07-25,2.34449,48.837209,1,7511304,52,13,Croulebarbe
2018-1406625,2018-08-14,2.346038,48.822505,1,7511303,51,13,Maison-Blanche
2018-1406627,2018-08-20,2.360769,48.839245,1,7511301,49,13,Salpêtrière
2018-1406629,2018-08-10,2.369936,48.835109,1,7511302,50,13,Gare
2018-1406630,2018-08-08,2.343448,48.825869,1,7511303,51,13,Maison-Blanche
2018-1406631,2018-08-02,2.356282,48.827039,1,7511303,51,13,Maison-Blanche
2018-1406634,2018-08-02,2.3511,48.828354,1,7511303,51,13,Maison-Blanche
2018-1406634,2018-08-02,2.3511,48.828354,2,7511303,51,13,Maison-Blanche
2018-1406635,2018-08-03,2.361003,48.834867,1,7511301,49,13,Salpêtrière
2018-1406638,2018-08-03,2.356602,48.82964,1,7511303,51,13,Maison-Blanche
2018-1406639,2018-08-08,2.370982,48.829121,1,7511302,50,13,Gare
2018-1406641,2018-07-31,2.348163,48.830456,1,7511304,52,13,Croulebarbe
2018-1406642,2018-08-03,2.370599,48.829352,1,7511302,50,13,Gare
2018-1406643,2018-08-10,2.369936,48.835109,1,7511302,50,13,Gare
2018-1406645,2018-08-22,2.343657,48.823909,1,7511303,51,13,Maison-Blanche
2018-1406646,2018-07-27,2.358394,48.829065,1,7511302,50,13,Gare
2018-1406647,2018-07-27,2.36028,48.835357,1,7511301,49,13,Salpêtrière
2018-1406648,2018-08-21,2.350986,48.826702,1,7511303,51,13,Maison-Blanche
2018-1406650,2018-07-27,2.350417,48.825098,1,7511303,51,13,Maison-Blanche
2018-1406651,2018-07-31,2.348102,48.833465,1,7511304,52,13,Croulebarbe
2018-1406652,2018-08-07,2.352992,48.831141,1,7511304,52,13,Croulebarbe
2018-1406654,2018-08-07,2.367793,48.832562,1,7511302,50,13,Gare
2018-1406655,2018-07-30,2.36863,48.828483,1,7511302,50,13,Gare
2018-1406656,2018-08-23,2.343348,48.833019,1,7511304,52,13,Croulebarbe
2018-1406657,2018-08-21,2.343348,48.833019,1,7511304,52,13,Croulebarbe
2018-1406658,2018-08-24,2.343348,48.833019,1,7511304,52,13,Croulebarbe
2018-1406659,2018-07-17,2.372077,48.826744,1,7511302,50,13,Gare
2018-1406660,2018-08-24,2.36362,48.826886,1,7511302,50,13,Gare
2018-1406661,2018-08-23,2.351234,48.823119,1,7511303,51,13,Maison-Blanche
2018-1406662,2018-07-31,2.36623,48.832823,1,7511302,50,13,Gare
2018-1406663,2018-08-23,2.351234,48.823119,1,7511303,51,13,Maison-Blanche
2018-1406664,2018-08-24,2.357395,48.83038,1,7511302,50,13,Gare
2018-1406665,2018-08-16,2.370599,48.829352,1,7511302,50,13,Gare
2018-1406666,2018-08-24,2.345803,48.834752,1,7511304,52,13,Croulebarbe
2018-1406669,2018-08-02,2.36727,48.83372,1,7511302,50,13,Gare
2018-1406671,2018-08-29,2.343348,48.833019,1,7511304,52,13,Croulebarbe
2018-1406672,2018-08-03,2.344407,48.822059,1,7511303,51,13,Maison-Blanche
2018-1406673,2018-08-22,2.352568,48.822407,1,7511303,51,13,Maison-Blanche
2018-1406674,2018-08-07,2.351359,48.824844,1,7511303,51,13,Maison-Blanche
2018-1406675,2018-08-27,2.35265,48.829599,1,7511303,51,13,Maison-Blanche
2018-1406676,2018-08-01,2.367141,48.823249,1,7511302,50,13,Gare
2018-1406677,2018-08-08,2.363359,48.827092,1,7511302,50,13,Gare
2018-1406678,2018-08-21,2.366345,48.823562,1,7511302,50,13,Gare
2018-1406679,2018-08-27,2.358161,48.837142,1,7511301,49,13,Salpêtrière
2018-1406680,2018-08-02,2.35423,48.836337,1,7511301,49,13,Salpêtrière
2018-1406681,2018-08-28,2.356863,48.822707,1,7511303,51,13,Maison-Blanche
2018-1406682,2018-08-03,2.357987,48.83261,1,7511301,49,13,Salpêtrière
2018-1406684,2018-08-01,2.345163,48.834592,1,7511304,52,13,Croulebarbe
2018-1406685,2018-07-13,2.351707,48.832626,1,7511304,52,13,Croulebarbe
2018-1406686,2018-08-28,2.367034,48.831509,1,7511302,50,13,Gare
2018-1406687,2018-08-06,2.34407,48.824848,1,7511303,51,13,Maison-Blanche
2018-1406688,2018-08-09,2.371675,48.828041,1,7511302,50,13,Gare
2018-1406689,2018-08-17,2.366345,48.823562,1,7511302,50,13,Gare
2018-1406691,2018-08-16,2.360181,48.833997,1,7511301,49,13,Salpêtrière
2018-1406692,2018-08-30,2.3431,48.828331,1,7511303,51,13,Maison-Blanche
2018-1406693,2018-08-10,2.357481,48.832226,1,7511301,49,13,Salpêtrière
2018-1406694,2018-08-29,2.370787,48.82977,1,7511302,50,13,Gare
2018-1406695,2018-08-30,2.374102,48.826176,1,7511302,50,13,Gare
2018-1406696,2018-08-31,2.358281,48.827323,1,7511303,51,13,Maison-Blanche
2018-1406697,2018-08-07,2.356966,48.837958,1,7511301,49,13,Salpêtrière
2018-1406699,2018-08-10,2.373907,48.826546,1,7511302,50,13,Gare
2018-1406700,2018-08-10,2.373907,48.826546,1,7511302,50,13,Gare
2018-1406701,2018-08-29,2.359756,48.835013,1,7511301,49,13,Salpêtrière
2018-1406702,2018-08-31,2.343348,48.833019,1,7511304,52,13,Croulebarbe
2018-1406703,2018-08-29,2.345811,48.821622,1,7511303,51,13,Maison-Blanche
2018-1406704,2018-08-22,2.36057,48.822728,1,7511303,51,13,Maison-Blanche
2018-1406705,2018-08-30,2.371214,48.825111,1,7511302,50,13,Gare
2018-1406706,2018-08-09,2.369463,48.83027,1,7511302,50,13,Gare
2018-1406707,2018-08-28,2.356641,48.835545,1,7511301,49,13,Salpêtrière
2018-1406708,2018-08-21,2.352638,48.822567,1,7511303,51,13,Maison-Blanche
2018-1406710,2018-09-03,2.358161,48.837142,1,7511301,49,13,Salpêtrière
2018-1406712,2018-08-29,2.359119,48.835541,1,7511301,49,13,Salpêtrière
2018-1406714,2018-08-30,2.343348,48.833019,1,7511304,52,13,Croulebarbe
2018-1406715,2018-08-31,2.343348,48.833019,1,7511304,52,13,Croulebarbe
2018-1406716,2018-08-31,2.37223,48.824881,1,7511302,50,13,Gare
2018-1406717,2018-08-21,2.366345,48.823562,1,7511302,50,13,Gare
2018-1406718,2018-08-24,2.366345,48.823562,1,7511302,50,13,Gare
2018-1406719,2018-09-05,2.369065,48.825071,1,7511302,50,13,Gare
2018-1406720,2018-08-24,2.359553,48.822563,1,7511303,51,13,Maison-Blanche
2018-1406721,2018-08-31,2.36903,48.832399,1,7511302,50,13,Gare
2018-1406722,2018-09-05,2.369172,48.827081,1,7511302,50,13,Gare
2018-1406723,2018-08-29,2.370599,48.829352,1,7511302,50,13,Gare
2018-1406724,2018-09-05,2.346379,48.825351,1,7511303,51,13,Maison-Blanche
2018-1406725,2018-08-24,2.352935,48.836424,1,7511301,49,13,Salpêtrière
2018-1406726,2018-08-31,2.372207,48.827375,1,7511302,50,13,Gare
2018-1406726,2018-08-31,2.372207,48.827375,2,7511302,50,13,Gare
2018-1406727,2018-09-06,2.361265,48.823132,1,7511303,51,13,Maison-Blanche
2018-1406729,2018-09-05,2.343348,48.833019,1,7511304,52,13,Croulebarbe
2018-1406730,2018-09-04,2.350298,48.828735,1,7511303,51,13,Maison-Blanche
2018-1406731,2018-09-05,2.362585,48.825793,1,7511302,50,13,Gare
2018-1406732,2018-08-31,2.366345,48.823562,1,7511302,50,13,Gare
2018-1406733,2018-08-20,2.348376,48.833998,1,7511304,52,13,Croulebarbe
2018-1406734,2018-08-30,2.342593,48.825373,1,7511303,51,13,Maison-Blanche
2018-1406735,2018-09-06,2.359995,48.835111,1,7511301,49,13,Salpêtrière
2018-1406736,2018-09-03,2.370097,48.827264,1,7511302,50,13,Gare
2018-1406737,2018-09-05,2.353507,48.833425,1,7511304,52,13,Croulebarbe
2018-1406738,2018-08-24,2.360005,48.81971,1,7511303,51,13,Maison-Blanche
2018-1406739,2018-09-07,2.342071,48.823821,1,7511303,51,13,Maison-Blanche
2018-1406740,2018-09-03,2.359741,48.833134,1,7511301,49,13,Salpêtrière
2018-1406741,2018-09-06,2.348391,48.826966,1,7511303,51,13,Maison-Blanche
2018-1406742,2018-09-05,2.358823,48.829096,1,7511302,50,13,Gare
2018-1406743,2018-09-06,2.356734,48.829791,1,7511303,51,13,Maison-Blanche
2018-1406744,2018-09-06,2.358394,48.829065,1,7511302,50,13,Gare
2018-1406745,2018-09-05,2.351473,48.829619,1,7511303,51,13,Maison-Blanche
2018-1406746,2018-09-06,2.358185,48.824693,1,7511303,51,13,Maison-Blanche
2018-1406747,2018-08-31,2.366345,48.823562,1,7511302,50,13,Gare
2018-1406748,2018-09-13,2.351234,48.823119,1,7511303,51,13,Maison-Blanche
2018-1406749,2018-08-31,2.349229,48.835282,1,7511304,52,13,Croulebarbe
2018-1406750,2018-08-30,2.367774,48.826966,1,7511302,50,13,Gare
2018-1406751,2018-09-14,2.357224,48.822693,1,7511303,51,13,Maison-Blanche
2018-1406754,2018-09-07,2.353292,48.828406,1,7511303,51,13,Maison-Blanche
2018-1406755,2018-08-28,2.349471,48.834092,1,7511304,52,13,Croulebarbe
2018-1406756,2018-08-27,2.353188,48.833578,1,7511304,52,13,Croulebarbe
2018-1406757,2018-09-10,2.354563,48.836467,1,7511301,49,13,Salpêtrière
2018-1406758,2018-09-14,2.372399,48.824545,1,7511302,50,13,Gare
2018-1406759,2018-09-05,2.345436,48.819772,1,7511303,51,13,Maison-Blanche
2018-1406760,2018-09-06,2.364576,48.821369,1,7511302,50,13,Gare
2018-1406761,2018-09-06,2.347899,48.825195,1,7511303,51,13,Maison-Blanche
2018-1406762,2018-09-07,2.367846,48.834472,1,7511302,50,13,Gare
2018-1406763,2018-09-07,2.359413,48.821917,1,7511303,51,13,Maison-Blanche
2018-1406764,2018-08-29,2.351086,48.822042,1,7511303,51,13,Maison-Blanche
2018-1406765,2018-09-07,2.371307,48.828173,1,7511302,50,13,Gare
2018-1406766,2018-08-25,2.348088,48.824088,1,7511303,51,13,Maison-Blanche
2018-1406767,2018-09-10,2.372328,48.827895,1,7511302,50,13,Gare
2018-1406768,2018-09-12,2.344394,48.836582,1,7511304,52,13,Croulebarbe
2018-1406770,2018-09-12,2.343287,48.824301,1,7511303,51,13,Maison-Blanche
2018-1406771,2018-09-04,2.37229,48.824714,1,7511302,50,13,Gare
2018-1406773,2018-09-14,2.345245,48.834463,1,7511304,52,13,Croulebarbe
2018-1406774,2018-09-13,2.35802,48.821816,1,7511303,51,13,Maison-Blanche
2018-1406775,2018-08-30,2.35205,48.824127,1,7511303,51,13,Maison-Blanche
2018-1406776,2018-09-07,2.357079,48.82912,1,7511303,51,13,Maison-Blanche
2018-1406777,2018-09-11,2.347597,48.82791,1,7511303,51,13,Maison-Blanche
2018-1406778,2018-09-05,2.356241,48.826272,1,7511303,51,13,Maison-Blanche
2018-1406779,2018-09-14,2.356241,48.826272,1,7511303,51,13,Maison-Blanche
2018-1406780,2018-09-14,2.355339,48.833925,1,7511301,49,13,Salpêtrière
2018-1406783,2018-09-17,2.352522,48.825177,1,7511303,51,13,Maison-Blanche
2018-1406784,2018-09-12,2.358622,48.836324,1,7511301,49,13,Salpêtrière
2018-1406785,2018-08-29,2.347528,48.822318,1,7511303,51,13,Maison-Blanche
2018-1406786,2018-09-17,2.353414,48.829598,1,7511303,51,13,Maison-Blanche
2018-1406787,2018-09-04,2.361158,48.833096,1,7511301,49,13,Salpêtrière
2018-1406788,2018-09-07,2.360945,48.833904,1,7511301,49,13,Salpêtrière
2018-1406789,2018-08-31,2.343348,48.833019,1,7511304,52,13,Croulebarbe
2018-1406790,2018-09-10,2.362603,48.822188,1,7511303,51,13,Maison-Blanche
2018-1406791,2018-09-07,2.367423,48.830831,1,7511302,50,13,Gare
2018-1406795,2018-08-29,2.342127,48.825451,1,7511303,51,13,Maison-Blanche
2018-1406796,2018-08-31,2.354633,48.829151,1,7511303,51,13,Maison-Blanche
2018-1406797,2018-09-07,2.350141,48.827638,1,7511303,51,13,Maison-Blanche
2018-1406798,2018-09-19,2.350938,48.824292,1,7511303,51,13,Maison-Blanche
2018-1406800,2018-09-17,2.363192,48.82296,1,7511302,50,13,Gare
2018-1406801,2018-09-19,2.359438,48.836129,1,7511301,49,13,Salpêtrière
2018-1406802,2018-09-20,2.37207,48.828443,1,7511302,50,13,Gare
2018-1406803,2018-08-30,2.355913,48.835638,1,7511301,49,13,Salpêtrière
2018-1406805,2018-09-20,2.351234,48.823119,1,7511303,51,13,Maison-Blanche
2018-1406805,2018-09-20,2.351234,48.823119,2,7511303,51,13,Maison-Blanche
2018-1406807,2018-08-30,2.36863,48.828483,1,7511302,50,13,Gare
2018-1406809,2018-08-30,2.371765,48.828318,1,7511302,50,13,Gare
2018-1406810,2018-09-19,2.366345,48.823562,1,7511302,50,13,Gare
2018-1406811,2018-09-18,2.367793,48.832562,1,7511302,50,13,Gare
2018-1406812,2018-08-31,2.369389,48.82652,1,7511302,50,13,Gare
2018-1406813,2018-09-12,2.353957,48.832387,1,7511304,52,13,Croulebarbe
2018-1406814,2018-09-10,2.346879,48.831928,1,7511304,52,13,Croulebarbe
2018-1406815,2018-09-17,2.345746,48.825641,1,7511303,51,13,Maison-Blanche
2018-1406817,2018-09-17,2.356241,48.826272,1,7511303,51,13,Maison-Blanche
2018-1406819,2018-09-24,2.351234,48.823119,1,7511303,51,13,Maison-Blanche
2018-1406821,2018-09-03,2.350773,48.827039,1,7511303,51,13,Maison-Blanche
2018-1406822,2018-09-14,2.361532,48.822905,1,7511303,51,13,Maison-Blanche
2018-1406822,2018-09-14,2.361532,48.822905,2,7511303,51,13,Maison-Blanche
2018-1406822,2018-09-14,2.361532,48.822905,3,7511303,51,13,Maison-Blanche
2018-1406823,2018-09-20,2.351234,48.823119,1,7511303,51,13,Maison-Blanche
